LOCATION,TIME,Value,Energy_Level
89,1976,1619.171,0
89,1977,1615.18,0
89,1978,1655.455,0
89,1979,1679.474,0
89,1980,1716.582,0
89,1981,1761.293,0
89,1982,1783.676,0
89,1983,1827.608,0
89,1984,1996.938,0
89,1985,2050.091,0
89,1986,2106.163,0
89,1987,2203.422,0
89,1988,2297.476,0
89,1989,2288.937,0
89,1990,2207.834,0
89,1991,2242.698,0
89,1992,2242.041,0
89,1993,2293.798,0
89,1994,2432.559,0
89,1995,2404.715,0
89,1996,2317.257,0
89,1997,2204.946,0
89,1998,2288.276,0
89,1999,2513.409,0
89,2000,2457.528,0
89,2001,2453.262,0
89,2002,2301.474,0
89,2003,2276.216,0
89,2004,2337.636,0
89,2005,2277.402,0
89,2006,2384.407,0
89,2007,2405.599,0
89,2008,2491.992,0
89,2009,2403.763,0
89,2010,2289.215,0
89,2011,2407.274,0
89,2012,2527.312,0
89,2013,2832.798,0
89,2014,3023.656,0
84,1971,0.0,0
84,1972,0.0,0
84,1973,0.0,0
84,1974,0.0,0
84,1975,0.0,0
84,1976,0.0,0
84,1977,0.0,0
84,1978,0.0,0
84,1979,0.0,0
84,1980,0.0,0
84,1981,0.0,0
84,1982,0.0,0
84,1983,0.0,0
84,1984,0.0,0
84,1985,0.0,0
84,1986,0.0,0
84,1987,0.0,0
84,1988,0.0,0
84,1989,0.0,0
84,1990,0.0,0
84,1991,0.0,0
84,1992,0.0,0
84,1993,0.0,0
84,1994,0.0,0
84,1995,0.0,0
84,1996,0.0,0
84,1997,0.0,0
84,1998,0.0,0
84,1999,0.0,0
84,2000,0.0,0
84,2001,0.0,0
84,2002,0.239,0
84,2003,0.31,0
84,2004,0.406,0
84,2005,0.525,0
84,2006,0.645,0
84,2007,0.788,0
84,2008,0.907,0
84,2009,0.931,0
84,2010,5.597,0
84,2011,8.229,0
84,2012,11.311,0
84,2013,12.41,0
84,2014,17.121,0
81,1990,84.238,0
81,1991,92.317,0
81,1992,84.625,0
81,1993,94.529,0
81,1994,85.996,0
81,1995,89.642,0
81,1996,93.134,0
81,1997,93.818,0
81,1998,91.262,0
81,1999,90.57,0
81,2000,91.979,0
81,2001,92.671,0
81,2002,101.77,0
81,2003,112.898,0
81,2004,108.934,0
81,2005,99.835,0
81,2006,111.68,0
81,2007,98.593,0
81,2008,111.446,0
81,2009,107.825,0
81,2010,212.407,0
81,2011,248.44,0
81,2012,249.301,0
81,2013,294.393,0
81,2014,310.603,0
88,1971,5968.966,1
88,1972,5925.155,1
88,1973,5894.989,1
88,1974,5928.824,1
88,1975,5934.201,1
88,1976,5920.125,1
88,1977,5920.536,1
88,1978,5951.051,1
88,1979,5943.125,1
88,1980,5962.908,1
88,1981,5926.641,1
88,1982,5940.072,1
88,1983,5937.306,1
88,1984,5924.096,1
88,1985,5903.267,1
88,1986,5821.181,1
88,1987,5752.96,1
88,1988,5683.507,1
88,1989,5631.83,1
88,1990,5584.285,1
88,1991,5578.159,1
88,1992,5607.202,1
88,1993,5676.058,1
88,1994,5780.228,1
88,1995,5884.698,1
88,1996,5994.596,1
88,1997,6146.867,1
88,1998,6761.32,1
88,1999,6951.036,1
88,2000,7247.703,1
88,2001,7530.689,1
88,2002,7734.693,1
88,2003,7706.639,1
88,2004,7910.69,1
88,2005,8186.092,1
88,2006,8451.966,1
88,2007,8773.353,1
88,2008,8901.644,1
88,2009,9275.415,1
88,2010,9471.847,1
88,2011,9715.973,1
88,2012,9809.457,1
88,2013,10000.612,1
88,2014,10388.318,1
92,1971,31199.375,2
92,1972,31960.9,2
92,1973,32809.169,2
92,1974,33699.625,2
92,1975,34568.617,2
92,1976,35545.812,2
92,1977,36509.064,2
92,1978,37403.352,2
92,1979,38551.667,2
92,1980,39605.279,2
92,1981,40600.709,2
92,1982,41767.651,2
92,1983,42902.499,2
92,1984,44171.729,2
92,1985,45476.182,2
92,1986,46706.698,2
92,1987,47869.318,2
92,1988,49228.576,2
92,1989,50555.167,2
92,1990,52793.333,2
92,1991,54351.968,2
92,1992,55835.106,2
92,1993,57318.869,2
92,1994,58936.93,2
92,1995,60610.744,2
92,1996,62357.638,2
92,1997,64179.68,2
92,1998,66086.127,2
92,1999,68109.582,2
92,2000,70169.86,2
92,2001,72371.691,2
92,2002,74810.009,2
92,2003,77226.888,2
92,2004,79725.832,2
92,2005,82452.296,2
92,2006,85253.611,2
92,2007,90581.653,2
92,2008,92316.528,2
92,2009,93698.779,2
92,2010,98270.975,2
92,2011,102701.473,2
92,2012,108446.912,2
92,2013,109043.596,2
92,2014,109065.256,2
101,1971,10945.31,1
101,1972,11291.332,1
101,1973,11705.494,1
101,1974,12051.461,1
101,1975,12440.841,1
101,1976,12910.218,1
101,1977,13269.637,1
101,1978,13851.885,1
101,1979,14320.03,1
101,1980,14776.97,1
101,1981,15201.266,1
101,1982,15662.409,1
101,1983,16252.996,1
101,1984,16838.284,1
101,1985,17244.894,1
101,1986,17868.327,1
101,1987,18490.7,1
101,1988,19117.787,1
101,1989,19672.983,1
101,1990,20222.603,2
101,1991,20880.489,2
101,1992,21613.107,2
101,1993,22071.846,2
101,1994,22932.428,2
101,1995,23511.596,2
101,1996,23748.535,2
101,1997,24295.406,2
101,1998,24820.191,2
101,1999,25120.581,2
101,2000,25477.224,2
101,2001,26153.805,2
101,2002,26966.097,2
101,2003,27878.408,2
101,2004,28292.475,2
101,2005,29274.935,2
101,2006,29918.694,2
101,2007,30202.652,2
101,2008,30701.17,2
101,2009,31322.117,2
101,2010,32253.432,2
101,2011,32599.577,2
101,2012,33360.914,2
101,2013,34228.237,2
101,2014,34858.463,2
108,1971,1168.511,0
108,1972,1186.656,0
108,1973,1272.938,0
108,1974,1299.664,0
108,1975,1249.576,0
108,1976,1313.226,0
108,1977,1325.81,0
108,1978,1416.111,0
108,1979,1467.283,0
108,1980,1605.34,0
108,1981,1624.327,0
108,1982,1651.343,0
108,1983,1737.306,0
108,1984,1736.665,0
108,1985,2013.563,0
108,1986,2747.798,0
108,1987,3612.02,0
108,1988,3825.143,0
108,1989,4304.615,0
108,1990,4564.809,0
108,1991,4860.945,0
108,1992,4521.708,0
108,1993,4826.085,0
108,1994,5368.14,1
108,1995,6019.889,1
108,1996,6383.908,1
108,1997,7011.128,1
108,1998,6865.116,1
108,1999,6738.808,1
108,2000,6837.93,1
108,2001,6157.046,1
108,2002,6293.039,1
108,2003,6622.85,1
108,2004,6628.209,1
108,2005,6576.976,1
108,2006,6782.581,1
108,2007,6830.962,1
108,2008,7083.23,1
108,2009,6992.26,1
108,2010,6971.926,1
108,2011,7202.054,1
108,2012,7406.201,1
108,2013,7353.243,1
108,2014,6986.585,1
103,1971,3815.626,0
103,1972,3855.425,0
103,1973,3918.13,0
103,1974,4002.493,0
103,1975,3927.174,0
103,1976,3968.201,0
103,1977,4026.122,0
103,1978,4044.496,0
103,1979,4064.419,0
103,1980,4037.186,0
103,1981,4152.668,0
103,1982,4318.957,0
103,1983,4330.09,0
103,1984,4420.295,0
103,1985,4328.77,0
103,1986,4142.642,0
103,1987,4012.661,0
103,1988,3784.951,0
103,1989,3660.429,0
103,1990,3574.416,0
103,1991,3566.277,0
103,1992,3324.129,0
103,1993,3412.863,0
103,1994,3454.702,0
103,1995,3442.488,0
103,1996,3445.923,0
103,1997,3432.618,0
103,1998,3478.43,0
103,1999,3530.359,0
103,2000,3677.593,0
103,2001,3827.625,0
103,2002,3870.131,0
103,2003,3893.176,0
103,2004,3894.687,0
103,2005,3880.72,0
103,2006,4113.779,0
103,2007,4249.618,0
103,2008,3522.566,0
103,2009,4196.889,0
103,2010,4869.18,0
103,2011,4964.145,0
103,2012,4772.216,0
103,2013,4839.107,0
103,2014,4862.35,0
104,1971,7405.666,1
104,1972,7625.027,1
104,1973,8017.101,1
104,1974,8297.731,1
104,1975,8533.709,1
104,1976,8832.475,1
104,1977,8981.892,1
104,1978,9241.76,1
104,1979,10002.612,1
104,1980,11510.11,1
104,1981,12436.059,1
104,1982,13262.877,1
104,1983,14134.168,1
104,1984,14793.872,1
104,1985,15402.654,1
104,1986,15315.421,1
104,1987,15044.477,1
104,1988,15511.536,1
104,1989,16042.004,1
104,1990,16341.45,1
104,1991,15973.568,1
104,1992,15516.554,1
104,1993,15192.402,1
104,1994,15478.803,1
104,1995,15005.059,1
104,1996,15182.938,1
104,1997,15470.862,1
104,1998,16592.526,1
104,1999,18078.963,1
104,2000,18767.886,1
104,2001,17497.185,1
104,2002,17127.745,1
104,2003,16649.006,1
104,2004,16918.749,1
104,2005,16391.332,1
104,2006,16900.186,1
104,2007,16511.92,1
104,2008,16992.611,1
104,2009,16701.705,1
104,2010,16111.842,1
104,2011,16308.733,1
104,2012,17519.794,1
104,2013,17276.619,1
104,2014,18109.336,1
110,1971,1773.067,0
110,1972,2100.572,0
110,1973,2017.82,0
110,1974,1960.093,0
110,1975,2063.474,0
110,1976,1895.214,0
110,1977,1976.512,0
110,1978,2112.702,0
110,1979,1935.488,0
110,1980,2042.221,0
110,1981,2020.947,0
110,1982,2083.799,0
110,1983,1927.623,0
110,1984,1942.06,0
110,1985,2286.22,0
110,1986,2010.111,0
110,1987,1916.619,0
110,1988,2166.451,0
110,1989,1827.11,0
110,1990,1582.931,0
110,1991,1969.273,0
110,1992,1799.064,0
110,1993,2253.983,0
110,1994,2270.56,0
110,1995,2796.328,0
110,1996,3843.727,0
110,1997,4859.744,0
110,1998,4644.39,0
110,1999,4396.773,0
110,2000,4040.247,0
110,2001,3423.026,0
110,2002,3749.019,0
110,2003,4001.409,0
110,2004,4567.048,0
110,2005,4940.038,0
110,2006,4780.565,0
110,2007,4748.12,0
110,2008,5342.268,1
110,2009,5268.243,1
110,2010,5860.034,1
110,2011,5067.262,1
110,2012,5197.582,1
110,2013,5550.535,1
110,2014,6123.887,1
111,1990,26472.76,2
111,1991,25928.641,2
111,1992,25556.235,2
111,1993,25243.662,2
111,1994,22016.125,2
111,1995,21303.554,2
111,1996,18497.693,1
111,1997,18035.4,1
111,1998,17414.432,1
111,1999,18798.467,1
111,2000,18055.793,1
111,2001,18804.24,1
111,2002,17682.762,1
111,2003,17235.923,1
111,2004,18886.946,1
111,2005,18695.05,1
111,2006,18835.448,1
111,2007,19402.029,1
111,2008,17728.168,1
111,2009,18279.916,1
111,2010,17695.421,1
111,2011,17733.757,1
111,2012,17856.942,1
111,2013,18715.934,1
111,2014,17970.392,1
112,1971,1.471,0
112,1972,1.471,0
112,1973,1.471,0
112,1974,0.975,0
112,1975,0.975,0
112,1976,2.164,0
112,1977,1.471,0
112,1978,2.685,0
112,1979,2.943,0
112,1980,1.471,0
112,1981,4.414,0
112,1982,8.092,0
112,1983,8.092,0
112,1984,8.092,0
112,1985,2.943,0
112,1986,8.828,0
112,1987,8.828,0
112,1988,8.828,0
112,1989,12.248,0
112,1990,12.248,0
112,1991,12.248,0
112,1992,8.092,0
112,1993,5.885,0
112,1994,12.816,0
112,1995,10.442,0
112,1996,4.203,0
112,1997,3.869,0
112,1998,4.486,0
112,1999,4.486,0
112,2000,4.486,0
112,2001,5.222,0
112,2002,5.222,0
112,2003,5.222,0
112,2004,5.246,0
112,2005,5.246,0
112,2006,5.981,0
112,2007,5.981,0
112,2008,5.981,0
112,2009,5.981,0
112,2010,5.981,0
112,2011,6.717,0
112,2012,6.803,0
112,2013,6.803,0
112,2014,6.826,0
115,1971,10.03,0
115,1972,6.997,0
115,1973,4.203,0
115,1974,2.101,0
115,1975,4.895,0
115,1976,6.543,0
115,1977,10.483,0
115,1978,7.713,0
115,1979,8.406,0
115,1980,5.134,0
115,1981,5.588,0
115,1982,5.588,0
115,1983,5.373,0
115,1984,5.588,0
115,1985,0.0,0
115,1986,35.056,0
115,1987,35.056,0
115,1988,35.056,0
115,1989,35.056,0
115,1990,35.056,0
115,1991,101.012,0
115,1992,101.012,0
115,1993,101.012,0
115,1994,101.012,0
115,1995,101.012,0
115,1996,101.012,0
115,1997,101.012,0
115,1998,101.012,0
115,1999,101.012,0
115,2000,101.012,0
115,2001,195.028,0
115,2002,195.028,0
115,2003,204.102,0
115,2004,197.511,0
115,2005,197.106,0
115,2006,196.676,0
115,2007,200.807,0
115,2008,216.152,0
115,2009,219.62,0
115,2010,294.035,0
115,2011,302.34,0
115,2012,311.654,0
115,2013,349.537,0
115,2014,370.633,0
119,1990,520.607,0
119,1991,577.672,0
119,1992,560.592,0
119,1993,525.218,0
119,1994,555.472,0
119,1995,542.519,0
119,1996,578.486,0
119,1997,528.473,0
119,1998,559.39,0
119,1999,552.43,0
119,2000,787.575,0
119,2001,776.283,0
119,2002,715.269,0
119,2003,713.753,0
119,2004,821.732,0
119,2005,773.813,0
119,2006,769.415,0
119,2007,735.414,0
119,2008,852.926,0
119,2009,1070.769,0
119,2010,1127.878,0
119,2011,1037.32,0
119,2012,1076.443,0
119,2013,1182.437,0
119,2014,1224.332,0
119,2015,1052.921,0
139,1971,4709.216,0
139,1972,5007.72,1
139,1973,5218.91,1
139,1974,5549.156,1
139,1975,6078.26,1
139,1976,5940.296,1
139,1977,5922.264,1
139,1978,6014.602,1
139,1979,6163.904,1
139,1980,6389.971,1
139,1981,7115.457,1
139,1982,7323.355,1
139,1983,7430.429,1
139,1984,8215.063,1
139,1985,8339.967,1
139,1986,8569.161,1
139,1987,9165.588,1
139,1988,9800.277,1
139,1989,10434.203,1
139,1990,10498.709,1
139,1991,10797.049,1
139,1992,10858.204,1
139,1993,10997.468,1
139,1994,11292.196,1
139,1995,11484.126,1
139,1996,11746.495,1
139,1997,11998.903,1
139,1998,12169.218,1
139,1999,12388.622,1
139,2000,12730.059,1
139,2001,13079.352,1
139,2002,13297.598,1
139,2003,13322.12,1
139,2004,13518.656,1
139,2005,13730.082,1
139,2006,14049.302,1
139,2007,14067.17,1
139,2008,14324.855,1
139,2009,14556.534,1
139,2010,14836.402,1
139,2011,15055.747,1
139,2012,15218.076,1
139,2013,15478.826,1
139,2014,15880.488,1
113,1971,5667.592,1
113,1972,5787.067,1
113,1973,5911.56,1
113,1974,6042.787,1
113,1975,6181.082,1
113,1976,6357.815,1
113,1977,6532.104,1
113,1978,6714.978,1
113,1979,6904.181,1
113,1980,7088.92,1
113,1981,7280.539,1
113,1982,7475.048,1
113,1983,7815.057,1
113,1984,7853.533,1
113,1985,8032.831,1
113,1986,8201.499,1
113,1987,8353.549,1
113,1988,8496.49,1
113,1989,8635.037,1
113,1990,8774.708,1
113,1991,8902.588,1
113,1992,9028.69,1
113,1993,9151.629,1
113,1994,10293.166,1
113,1995,10399.752,1
113,1996,10679.156,1
113,1997,10755.046,1
113,1998,10833.668,1
113,1999,10918.858,1
113,2000,10967.186,1
113,2001,11682.824,1
113,2002,12237.877,1
113,2003,11978.694,1
113,2004,11722.278,1
113,2005,11487.003,1
113,2006,11628.864,1
113,2007,10743.243,1
113,2008,10629.723,1
113,2009,11083.475,1
113,2010,11524.452,1
113,2011,11732.671,1
113,2012,9619.085,1
113,2013,9964.602,1
113,2014,10227.273,1
129,1971,265.826,0
129,1972,312.696,0
129,1973,292.314,0
129,1974,404.63,0
129,1975,452.446,0
129,1976,368.252,0
129,1977,345.978,0
129,1978,427.076,0
129,1979,392.762,0
129,1980,251.636,0
129,1981,412.026,0
129,1982,418.043,0
129,1983,433.266,0
129,1984,380.549,0
129,1985,518.665,0
129,1986,531.478,0
129,1987,480.747,0
129,1988,413.484,0
129,1989,434.48,0
129,1990,569.374,0
129,1991,356.04,0
129,1992,595.003,0
129,1993,389.839,0
129,1994,478.077,0
129,1995,466.326,0
129,1996,463.371,0
129,1997,698.959,0
129,1998,824.803,0
129,1999,778.52,0
129,2000,853.269,0
129,2001,953.315,0
129,2002,773.654,0
129,2003,899.018,0
129,2004,1030.852,0
129,2005,1103.56,0
129,2006,1154.055,0
129,2007,1326.065,0
129,2008,1257.95,0
129,2009,1212.619,0
129,2010,1334.022,0
129,2011,1643.25,0
129,2012,1759.732,0
129,2013,1744.991,0
129,2014,1650.711,0
130,1971,6872.469,1
130,1972,6884.414,1
130,1973,6910.036,1
130,1974,6953.159,1
130,1975,7023.59,1
130,1976,7046.264,1
130,1977,7083.398,1
130,1978,7135.528,1
130,1979,7202.702,1
130,1980,7295.515,1
130,1981,7447.426,1
130,1982,7602.966,1
130,1983,7766.072,1
130,1984,7937.599,1
130,1985,8118.87,1
130,1986,8297.961,1
130,1987,8479.791,1
130,1988,8665.357,1
130,1989,8862.377,1
130,1990,9061.253,1
130,1991,9261.975,1
130,1992,9446.981,1
130,1993,9647.293,1
130,1994,9828.922,1
130,1995,10034.172,1
130,1996,10230.386,1
130,1997,10396.19,1
130,1998,11201.859,1
130,1999,12041.898,1
130,2000,12641.83,1
130,2001,13312.635,1
130,2002,13899.465,1
130,2003,14438.345,1
130,2004,14952.063,1
130,2005,15502.876,1
130,2006,15993.633,1
130,2007,16667.38,1
130,2008,17241.76,1
130,2009,17825.74,1
130,2010,18465.101,1
130,2011,19089.526,1
130,2012,19720.376,1
130,2013,20440.098,2
130,2014,21257.529,2
123,1971,7776.822,1
123,1972,7882.265,1
123,1973,8073.602,1
123,1974,8647.094,1
123,1975,9985.445,1
123,1976,10457.818,1
123,1977,10852.776,1
123,1978,10600.471,1
123,1979,11318.479,1
123,1980,10756.448,1
123,1981,11373.623,1
123,1982,11848.653,1
123,1983,8998.418,1
123,1984,9829.94,1
123,1985,11041.084,1
123,1986,12047.491,1
123,1987,12549.712,1
123,1988,13098.797,1
123,1989,14673.989,1
123,1990,15114.36,1
123,1991,15852.04,1
123,1992,16041.411,1
123,1993,14422.827,1
123,1994,14007.447,1
123,1995,14819.352,1
123,1996,15285.342,1
123,1997,14872.141,1
123,1998,14048.335,1
123,1999,14858.986,1
123,2000,15126.881,1
123,2001,13764.334,1
123,2002,14647.454,1
123,2003,15824.232,1
123,2004,17018.691,1
123,2005,17680.996,1
123,2006,18235.691,1
123,2007,19527.659,1
123,2008,20865.234,2
123,2009,21320.838,2
123,2010,23088.411,2
123,2011,22534.767,2
123,2012,24310.64,2
123,2013,25267.07,2
123,2014,26366.957,2
131,1990,1263.813,0
131,1991,1336.413,0
131,1992,975.34,0
131,1993,1221.538,0
131,1994,1307.694,0
131,1995,1120.501,0
131,1996,1005.892,0
131,1997,1110.153,0
131,1998,1615.346,0
131,1999,1493.656,0
131,2000,1231.614,0
131,2001,1297.662,0
131,2002,1091.348,0
131,2003,1058.668,0
131,2004,1275.13,0
131,2005,1328.02,0
131,2006,1932.129,0
131,2007,2384.579,0
131,2008,2683.3,0
131,2009,2579.389,0
131,2010,2732.116,0
131,2011,2633.398,0
131,2012,2649.763,0
131,2013,3170.093,0
131,2014,2796.659,0
2,1971,0.0,0
2,1972,0.0,0
2,1973,0.0,0
2,1974,0.0,0
2,1975,0.0,0
2,1976,0.0,0
2,1977,0.0,0
2,1978,0.0,0
2,1979,0.0,0
2,1980,0.0,0
2,1981,0.0,0
2,1982,0.0,0
2,1983,0.0,0
2,1984,0.0,0
2,1985,0.0,0
2,1986,0.0,0
2,1987,0.0,0
2,1988,0.0,0
2,1989,0.0,0
2,1990,0.0,0
2,1991,0.0,0
2,1992,32.368,0
2,1993,26.483,0
2,1994,23.541,0
2,1995,23.541,0
2,1996,17.655,0
2,1997,17.655,0
2,1998,16.92,0
2,1999,16.92,0
2,2000,16.92,0
2,2001,16.92,0
2,2002,16.92,0
2,2003,16.92,0
2,2004,25.012,0
2,2005,27.955,0
2,2006,32.368,0
2,2007,37.518,0
2,2008,43.403,0
2,2009,48.553,0
2,2010,52.231,0
2,2011,54.438,0
2,2012,55.909,0
2,2013,74.666,0
2,2014,124.939,0
132,1971,519.661,0
132,1972,492.571,0
132,1973,537.842,0
132,1974,524.668,0
132,1975,520.759,0
132,1976,537.01,0
132,1977,580.353,0
132,1978,594.583,0
132,1979,565.616,0
132,1980,766.215,0
132,1981,838.412,0
132,1982,909.964,0
132,1983,1116.72,0
132,1984,1132.278,0
132,1985,1114.357,0
132,1986,1234.672,0
132,1987,1239.409,0
132,1988,1023.9,0
132,1989,899.56,0
132,1990,1148.671,0
132,1991,1088.808,0
132,1992,1260.597,0
132,1993,1192.906,0
132,1994,1178.951,0
132,1995,1014.085,0
132,1996,980.893,0
132,1997,1045.149,0
132,1998,1234.311,0
132,1999,920.855,0
132,2000,1028.57,0
132,2001,1210.862,0
132,2002,1238.182,0
132,2003,1164.051,0
132,2004,853.28,0
132,2005,1020.587,0
132,2006,785.643,0
132,2007,1225.431,0
132,2008,1385.523,0
132,2009,1521.254,0
132,2010,2070.098,0
132,2011,1902.839,0
132,2012,1872.801,0
132,2013,2185.724,0
132,2014,2614.337,0
136,1971,8310.962,1
136,1972,8489.549,1
136,1973,8690.901,1
136,1974,8897.319,1
136,1975,9114.224,1
136,1976,9332.159,1
136,1977,9550.586,1
136,1978,9783.28,1
136,1979,10015.4,1
136,1980,10270.019,1
136,1981,10464.675,1
136,1982,10651.485,1
136,1983,10805.328,1
136,1984,11033.528,1
136,1985,11245.144,1
136,1986,11499.941,1
136,1987,11781.443,1
136,1988,12102.193,1
136,1989,12563.601,1
136,1990,12930.031,1
136,1991,13250.813,1
136,1992,13588.926,1
136,1993,14280.375,1
136,1994,13624.428,1
136,1995,13779.581,1
136,1996,13962.204,1
136,1997,14332.939,1
136,1998,14685.528,1
136,1999,15166.877,1
136,2000,15438.876,1
136,2001,15962.094,1
136,2002,15961.062,1
136,2003,16321.193,1
136,2004,16263.848,1
136,2005,16247.945,1
136,2006,16518.802,1
136,2007,16726.098,1
136,2008,16957.475,1
136,2009,17298.213,1
136,2010,17080.934,1
136,2011,18387.733,1
136,2012,19566.485,1
136,2013,19652.594,1
136,2014,20379.268,2
140,1971,2222.727,0
140,1972,2487.33,0
140,1973,2565.962,0
140,1974,2886.363,0
140,1975,2989.689,0
140,1976,3162.626,0
140,1977,3398.332,0
140,1978,3423.304,0
140,1979,3602.765,0
140,1980,3726.611,0
140,1981,3896.585,0
140,1982,4038.583,0
140,1983,4110.043,0
140,1984,4193.818,0
140,1985,4333.331,0
140,1986,4420.675,0
140,1987,4387.801,0
140,1988,4521.298,0
140,1989,4478.352,0
140,1990,4716.043,0
140,1991,4912.671,0
140,1992,4807.577,0
140,1993,5054.677,1
140,1994,5161.386,1
140,1995,5261.866,1
140,1996,5274.708,1
140,1997,5443.689,1
140,1998,5526.131,1
140,1999,5716.646,1
140,2000,5894.453,1
140,2001,6047.404,1
140,2002,6184.205,1
140,2003,6334.63,1
140,2004,6496.992,1
140,2005,6689.091,1
140,2006,6927.907,1
140,2007,7110.616,1
140,2008,7293.548,1
140,2009,7541.467,1
140,2010,7830.371,1
140,2011,8130.404,1
140,2012,8428.459,1
140,2013,8740.973,1
140,2014,9037.697,1
137,1971,725049.842,2
137,1972,743239.923,2
137,1973,756978.781,2
137,1974,782287.679,2
137,1975,795312.019,2
137,1976,810424.746,2
137,1977,828762.629,2
137,1978,855604.922,2
137,1979,881538.833,2
137,1980,900460.381,2
137,1981,917959.854,2
137,1982,939443.454,2
137,1983,964829.932,2
137,1984,998671.932,2
137,1985,1017603.837,2
137,1986,1034568.601,2
137,1987,1059532.24,2
137,1988,1076151.485,2
137,1989,1093946.899,2
137,1990,1121244.095,2
137,1991,1140482.764,2
137,1992,1158132.726,2
137,1993,1172505.611,2
137,1994,1184889.816,2
137,1995,1211575.561,2
137,1996,1231390.84,2
137,1997,1244204.118,2
137,1998,1258226.298,2
137,1999,1275802.598,2
137,2000,1293172.379,2
137,2001,1292055.85,2
137,2002,1314252.137,2
137,2003,1346597.062,2
137,2004,1391900.586,2
137,2005,1433792.506,2
137,2006,1473623.46,2
137,2007,1517714.036,2
137,2008,1565063.427,2
137,2009,1598761.717,2
137,2010,1671108.374,2
137,2011,1707940.365,2
137,2012,1780286.601,2
137,2013,1846760.448,2
137,2014,1894018.611,2
117,1990,1983.289,0
117,1991,1993.772,0
117,1992,1728.148,0
117,1993,1655.65,0
117,1994,1638.504,0
117,1995,1784.102,0
117,1996,1974.764,0
117,1997,1833.208,0
117,1998,1844.216,0
117,1999,1915.424,0
117,2000,1834.368,0
117,2001,1873.068,0
117,2002,1812.868,0
117,2003,1649.554,0
117,2004,1758.774,0
117,2005,1837.12,0
117,2006,1745.358,0
117,2007,1666.959,0
117,2008,1633.301,0
117,2009,1966.75,0
117,2010,2054.815,0
117,2011,1785.464,0
117,2012,1843.192,0
117,2013,1933.836,0
117,2014,2003.248,0
86,2005,362.501,0
86,2006,356.943,0
86,2007,325.44,0
86,2008,345.244,0
86,2009,402.697,0
86,2010,463.408,0
86,2011,281.708,0
86,2012,308.148,0
86,2013,384.391,0
86,2014,316.351,0
45,1971,432933.223,2
45,1972,446872.122,2
45,1973,455928.84,2
45,1974,471338.434,2
45,1975,476640.881,2
45,1976,488327.189,2
45,1977,493553.441,2
45,1978,512321.362,2
45,1979,528062.534,2
45,1980,540574.268,2
45,1981,548033.58,2
45,1982,562255.204,2
45,1983,581008.909,2
45,1984,600765.066,2
45,1985,608359.967,2
45,1986,619054.025,2
45,1987,631681.73,2
45,1988,637052.652,2
45,1989,647405.906,2
45,1990,752836.238,2
45,1991,765210.035,2
45,1992,776086.976,2
45,1993,786067.087,2
45,1994,791378.476,2
45,1995,806740.252,2
45,1996,818498.036,2
45,1997,824429.242,2
45,1998,829152.399,2
45,1999,834181.608,2
45,2000,843734.321,2
45,2001,838300.542,2
45,2002,849955.947,2
45,2003,873369.402,2
45,2004,903000.299,2
45,2005,929795.136,2
45,2006,956566.694,2
45,2007,986975.278,2
45,2008,1022084.318,2
45,2009,1044483.226,2
45,2010,1099431.474,2
45,2011,1119448.163,2
45,2012,1166173.445,2
45,2013,1218028.19,2
45,2014,1253060.574,2
42,1990,71920.709,2
42,1991,74806.048,2
42,1992,76672.216,2
42,1993,81282.648,2
42,1994,82293.127,2
42,1995,84381.663,2
42,1996,88288.586,2
42,1997,91597.853,2
42,1998,94152.552,2
42,1999,94475.423,2
42,2000,98241.187,2
42,2001,101492.901,2
42,2002,99950.098,2
42,2003,107468.778,2
42,2004,113696.767,2
42,2005,121000.114,2
42,2006,128329.543,2
42,2007,138270.037,2
42,2008,148108.764,2
42,2009,156390.393,2
42,2010,173814.872,2
42,2011,170949.246,2
42,2012,187210.852,2
42,2013,197814.098,2
42,2014,201282.998,2
98,1971,162614.486,2
98,1972,169503.42,2
98,1973,172141.723,2
98,1974,182131.063,2
98,1975,180605.914,2
98,1976,183484.05,2
98,1977,187633.815,2
98,1978,200533.74,2
98,1979,210635.794,2
98,1980,213690.881,2
98,1981,217395.591,2
98,1982,224902.613,2
98,1983,237227.416,2
98,1984,248504.744,2
98,1985,251082.746,2
98,1986,255070.706,2
98,1987,263627.057,2
98,1988,264977.535,2
98,1989,267478.323,2
98,1990,270724.695,2
98,1991,277462.863,2
98,1992,285553.308,2
98,1993,290154.151,2
98,1994,288586.096,2
98,1995,300653.543,2
98,1996,309422.459,2
98,1997,309225.234,2
98,1998,310507.888,2
98,1999,312254.488,2
98,2000,318965.18,2
98,2001,302795.564,2
98,2002,307038.165,2
98,2003,317821.266,2
98,2004,330659.223,2
98,2005,344917.681,2
98,2006,356321.397,2
98,2007,369021.637,2
98,2008,384764.496,2
98,2009,391087.755,2
98,2010,421719.678,2
98,2011,433865.421,2
98,2012,460403.867,2
98,2013,486396.462,2
98,2014,494852.703,2
98,2015,507956.422,2
0,1971,3241.013,0
0,1972,3264.227,0
0,1973,3300.132,0
0,1974,3336.799,0
0,1975,3386.31,0
0,1976,3387.459,0
0,1977,3443.959,0
0,1978,3516.605,0
0,1979,3584.573,0
0,1980,3652.131,0
0,1981,3713.144,0
0,1982,3777.874,0
0,1983,3836.049,0
0,1984,3901.882,0
0,1985,3976.821,0
0,1986,4043.637,0
